"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"17299","GO:0098852",0.0467303119576327,0.963087401304989,120,436,"lytic vacuole membrane","CC"
"9684","GO:0035914",0.0468301713769619,0.973836288359948,23,68,"skeletal muscle cell differentiation","BP"
"3365","GO:0006886",0.0469730275276079,0.961246149188422,179,663,"intracellular protein transport","BP"
"8873","GO:0034091",0.0470465924031146,0.990509827315694,5,9,"regulation of maintenance of sister chromatid cohesion","BP"
"8924","GO:0034182",0.0470465924031146,0.990509827315694,5,9,"regulation of maintenance of mitotic sister chromatid cohesion","BP"
"5665","GO:0016311",0.0470576190381082,0.966412189920967,61,207,"dephosphorylation","BP"
"17904","GO:0120115",0.0472942842960277,0.992529818447297,4,7,"Lsm2-8 complex","CC"
"21706","GO:2000502",0.0472959240743223,1,2,2,"negative regulation of natural killer cell chemotaxis","BP"
"5528","GO:0016045",0.0473149252937129,0.986173104907998,7,15,"detection of bacterium","BP"
"15035","GO:0070317",0.0474583856726444,0.996458840081025,3,4,"negative regulation of G0 to G1 transition","BP"
"15145","GO:0070522",0.0475743906633121,0.996446360113756,3,4,"ERCC4-ERCC1 complex","CC"
"15434","GO:0071072",0.0476415624300738,0.996439127051135,3,4,"negative regulation of phospholipid biosynthetic process","BP"
"4818","GO:0010830",0.047659830871243,0.978189386144681,14,37,"regulation of myotube differentiation","BP"
"8342","GO:0032753",0.0477030359331639,0.98167953957419,10,25,"positive regulation of interleukin-4 production","BP"
"7933","GO:0032102",0.0477894884172696,0.963075140215228,100,360,"negative regulation of response to external stimulus","BP"
"8403","GO:0032829",0.0478151569317677,0.992418414741552,4,7,"regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","BP"
"8404","GO:0032831",0.0478151569317677,0.992418414741552,4,7,"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","BP"
"21821","GO:2000671",0.04788768443829,0.985965045313178,7,15,"regulation of motor neuron apoptotic process","BP"
"20121","GO:1904028",0.0478913349778784,0.996412188865393,3,4,"positive regulation of collagen fibril organization","BP"
"14533","GO:0061459",0.0479375622662243,0.987871216575992,6,12,"L-arginine transmembrane transporter activity","MF"
"4663","GO:0010593",0.0479584026018161,0.99640494412629,3,4,"negative regulation of lamellipodium assembly","BP"
"13371","GO:0051648",0.0479915746956493,0.965330593707974,65,220,"vesicle localization","BP"
"13073","GO:0051090",0.0480175021131041,0.963382844591958,91,323,"regulation of DNA-binding transcription factor activity","BP"
"9094","GO:0034498",0.0481066452429731,0.987816946006763,6,12,"early endosome to Golgi transport","BP"
"9337","GO:0035268",0.0481770004336868,0.982866711162396,9,21,"protein mannosylation","BP"
"8966","GO:0034248",0.0481875419205963,0.972988594608715,23,68,"regulation of amide metabolic process","BP"
"21233","GO:1990565",0.0482025558581313,1,2,2,"HSP90-CDC37 chaperone complex","CC"
"2784","GO:0005968",0.04824884317586,0.99637351452464,3,4,"Rab-protein geranylgeranyltransferase complex","CC"
"774","GO:0002062",0.0482761383906353,0.96917375797489,36,114,"chondrocyte differentiation","BP"
"12486","GO:0048476",0.0483210262060387,0.996365689292225,3,4,"Holliday junction resolvase complex","CC"
"14936","GO:0070164",0.0483267552337477,0.996365067979242,3,4,"negative regulation of adiponectin secretion","BP"
"8372","GO:0032791",0.0484388156578349,1,2,2,"lead ion binding","MF"
"15366","GO:0070950",0.0484404736303033,1,2,2,"regulation of neutrophil mediated killing of bacterium","BP"
"15367","GO:0070951",0.0484404736303033,1,2,2,"regulation of neutrophil mediated killing of gram-negative bacterium","BP"
"14837","GO:0062197",0.0485242511157171,0.96339889422225,84,297,"cellular response to chemical stress","BP"
"9196","GO:0034714",0.0485473406733447,0.996341118737771,3,4,"type III transforming growth factor beta receptor binding","MF"
"10768","GO:0043311",0.0486616964880147,1,2,2,"positive regulation of eosinophil degranulation","BP"
"7485","GO:0031175",0.0486918850314426,0.958487208690709,259,960,"neuron projection development","BP"
"8326","GO:0032727",0.0487604553693794,0.981400785246405,10,24,"positive regulation of interferon-alpha production","BP"
"6491","GO:0019864",0.0489214078077796,0.992180272025171,4,7,"IgG binding","MF"
"2001","GO:0004560",0.0489704936095214,1,2,2,"alpha-L-fucosidase activity","MF"
"5486","GO:0015928",0.0489704936095214,1,2,2,"fucosidase activity","MF"
"15682","GO:0071568",0.0489885927049609,1,2,2,"UFM1 transferase activity","MF"
"7858","GO:0031984",0.0489921220397464,0.957063149132361,381,1475,"organelle subcompartment","CC"
"19570","GO:1902931",0.0490848527176879,0.987501868640345,6,12,"negative regulation of alcohol biosynthetic process","BP"
"19985","GO:1903790",0.0492785566080967,0.98991811436687,5,9,"guanine nucleotide transmembrane transport","BP"
"3896","GO:0008328",0.0493295409021088,0.978219602719691,13,33,"ionotropic glutamate receptor complex","CC"
"10035","GO:0038124",0.0493308957904079,0.996255626580407,3,4,"toll-like receptor TLR6:TLR2 signaling pathway","BP"
"9473","GO:0035578",0.0493622308765554,0.970654096368258,27,86,"azurophil granule lumen","CC"
"19642","GO:1903047",0.0493777811632609,0.958784703661725,199,739,"mitotic cell cycle process","BP"
"12535","GO:0048568",0.0494270510761412,0.960938396598511,118,427,"embryonic organ development","BP"
"7081","GO:0030262",0.0494406222055986,0.979822705314629,11,28,"apoptotic nuclear changes","BP"
"18480","GO:0141193",0.0495119263935278,0.966007478431842,49,162,"nuclear receptor-mediated signaling pathway","BP"
"17671","GO:0106049",0.0495331721656057,0.987356842117937,6,12,"regulation of cellular response to osmotic stress","BP"
"11979","GO:0046645",0.0495396823524342,0.989848291385691,5,9,"positive regulation of gamma-delta T cell activation","BP"
"14864","GO:0070025",0.0495724249290759,1,2,2,"carbon monoxide binding","MF"
"7324","GO:0030866",0.0496642141646715,0.975757894239725,16,43,"cortical actin cytoskeleton organization","BP"
"16813","GO:0097116",0.0496745593803224,0.996217923742104,3,4,"gephyrin clustering involved in postsynaptic density assembly","BP"
"9978","GO:0038020",0.0497717433209666,0.99620723907578,3,4,"insulin receptor recycling","BP"
"15640","GO:0071492",0.0497863299245217,0.989075088324433,5,10,"cellular response to UV-A","BP"
"13476","GO:0051896",0.049802552637077,0.96328507558913,72,249,"regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP"
"12898","GO:0050807",0.0498193845104559,0.962304757533898,86,294,"regulation of synapse organization","BP"
"21797","GO:2000636",0.0498468599344986,1,2,2,"positive regulation of primary miRNA processing","BP"
"17039","GO:0097529",0.0499388244347998,0.964014309594583,62,220,"myeloid leukocyte migration","BP"
"7755","GO:0031720",0.0499439813222298,0.991148344531721,4,8,"haptoglobin binding","MF"
"17391","GO:0098989",0.0499663207588555,0.996185816597587,3,4,"NMDA selective glutamate receptor signaling pathway","BP"
"7502","GO:0031249",0.0499726852804401,1,2,2,"denatured protein binding","MF"
"6512","GO:0019901",0.0499805538842262,0.958503992149081,187,690,"protein kinase binding","MF"
"8344","GO:0032755",0.0499855411966426,0.969402701880758,30,95,"positive regulation of interleukin-6 production","BP"
